CodSite,lat,long,abundance,habitat,spp
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Licaria guianensis
area8,-20.673889,-40.393889,5,Submontane Dense Ombrophilous Atlantic Forest ,Linociera micrantha
area12,-27.816111,-50.324167,35,Mixed Ombrophilous Atlantic Forest,Lithraea brasiliensis
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Lithraea molleoides
area9,-8.032611,-35.192125,4,Lowlands Seasonal Atlantic Forest ,Lucuma grandiflora
area3,-22.7222082,-42.628058,4,Submontane Dense Ombrophilous Atlantic Forest ,Luehea divaricata
area4,-28.733333,-49.75,10,Montane Dense Ombrophilous Atlantic Forest ,Luehea divaricata
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Luehea grandiflora
area7,-7.633333,-35.5,12,Montane Dense Ombrophilous Atlantic Forest ,Luehea ochrophylla
area9,-8.032611,-35.192125,19,Lowlands Seasonal Atlantic Forest ,Luehea paniculata
area3,-22.7222082,-42.628058,8,Submontane Dense Ombrophilous Atlantic Forest ,Mabea fistulifera
area5,-22.616667,-43.883333,8,Montane Seasonal Atlantic Forest ,Mabea fistulifera
area3,-22.7222082,-42.628058,15,Submontane Dense Ombrophilous Atlantic Forest ,Machaerium brasiliense
area6,-19.616667,-43.4,6,Montane Seasonal Atlantic Forest ,Machaerium brasiliense
area6,-19.616667,-43.4,11,Montane Seasonal Atlantic Forest ,Machaerium nyctitans
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Macropeplus dentatus
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Macropeplus ligustrinus
area1,-20.798333,-41.292778,28,Submontane Seasonal Atlantic Forest,Macrothumia kuhlmannii
area4,-28.733333,-49.75,22,Montane Dense Ombrophilous Atlantic Forest ,Magnolia ovata
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Malanea macrophylla
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Malouetia cestroides
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Maprounea guianensis
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Maprounea guianensis
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Margaritopsis cephalantha
area8,-20.673889,-40.393889,19,Submontane Dense Ombrophilous Atlantic Forest ,Marlierea grandifolia
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Marlierea laevigata
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Marlierea laevigata
area2,-22.528333,-50.715556,5,Montane Dense Ombrophilous Atlantic Forest ,Marlierea racemosa
area2,-22.528333,-50.715556,5,Montane Dense Ombrophilous Atlantic Forest ,Marlierea silvatica
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Marlierea silvatica
area1,-20.798333,-41.292778,32,Submontane Seasonal Atlantic Forest,Marlierea tomentosa
area12,-27.816111,-50.324167,47,Mixed Ombrophilous Atlantic Forest,Matayba elaeagnoides
area4,-28.733333,-49.75,47,Montane Dense Ombrophilous Atlantic Forest ,Matayba guianensis
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Matayba guianensis
area8,-20.673889,-40.393889,21,Submontane Dense Ombrophilous Atlantic Forest ,Matayba guianensis
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Matayba juglandifolia
area12,-27.816111,-50.324167,1,Mixed Ombrophilous Atlantic Forest,Maytenus boaria
area1,-20.798333,-41.292778,14,Submontane Seasonal Atlantic Forest,Maytenus cestrifolia
area13,-8.016667,-35.174167,3,Lowlands Dense Ombrophilous Atlantic Forest ,Maytenus distichophylla
area12,-27.816111,-50.324167,4,Mixed Ombrophilous Atlantic Forest,Maytenus evonymoides
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Maytenus glaucescens
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Maytenus glazioviana
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Maytenus gonoclada
area12,-27.816111,-50.324167,5,Mixed Ombrophilous Atlantic Forest,Maytenus ilicifolia
area8,-20.673889,-40.393889,1,Submontane Dense Ombrophilous Atlantic Forest ,Maytenus obtusifolia
area10,-21.999167,-43.890833,40,Montane Dense Ombrophilous Atlantic Forest ,Maytenus salicifolia
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Melanoxylon brauna
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Melanoxylon brauna
area1,-20.798333,-41.292778,8,Submontane Seasonal Atlantic Forest,Melicoccus oliviformis
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Meliosma sellowii
area4,-28.733333,-49.75,8,Montane Dense Ombrophilous Atlantic Forest ,Meliosma sellowii
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Meriania claussenii
area9,-8.032611,-35.192125,6,Lowlands Seasonal Atlantic Forest ,Metrodorea nigra
area9,-8.032611,-35.192125,8,Lowlands Seasonal Atlantic Forest ,Miconia albicans
area11,-21.976389,-43.878889,13,Montane Cloud Atlantic Forest,Miconia buddlejoides
area5,-22.616667,-43.883333,4,Montane Seasonal Atlantic Forest ,Miconia buddlejoides
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Miconia cabucu
area7,-7.633333,-35.5,18,Montane Dense Ombrophilous Atlantic Forest ,Miconia calvescens
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Miconia cinerascens
area12,-27.816111,-50.324167,3,Mixed Ombrophilous Atlantic Forest,Miconia cinerascens
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Miconia cinnamomifolia
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Miconia cinnamomifolia
area10,-21.999167,-43.890833,19,Montane Dense Ombrophilous Atlantic Forest ,Miconia cinnamomifolia
area11,-21.976389,-43.878889,6,Montane Cloud Atlantic Forest,Miconia cinnamomifolia
area11,-21.976389,-43.878889,4,Montane Cloud Atlantic Forest,Miconia doriana
area13,-8.016667,-35.174167,1,Lowlands Dense Ombrophilous Atlantic Forest ,Miconia hypoleuca
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Miconia lepidota
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Miconia mellina
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Miconia minutiflora
area13,-8.016667,-35.174167,12,Lowlands Dense Ombrophilous Atlantic Forest ,Miconia nervosa
area7,-7.633333,-35.5,6,Montane Dense Ombrophilous Atlantic Forest ,Miconia prasina
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Miconia prasina
area13,-8.016667,-35.174167,34,Lowlands Dense Ombrophilous Atlantic Forest ,Miconia prasina
area11,-21.976389,-43.878889,6,Montane Cloud Atlantic Forest,Miconia tentaculifera
area13,-8.016667,-35.174167,19,Lowlands Dense Ombrophilous Atlantic Forest ,Miconia tomentosa
area10,-21.999167,-43.890833,4,Montane Dense Ombrophilous Atlantic Forest ,Miconia tristis
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Miconia urophylla
area11,-21.976389,-43.878889,16,Montane Cloud Atlantic Forest,Miconia urophylla
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Micropholis compta
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Micropholis crassipedicellata
area1,-20.798333,-41.292778,15,Submontane Seasonal Atlantic Forest,Micropholis gardneriana
area6,-19.616667,-43.4,7,Montane Seasonal Atlantic Forest ,Micropholis gardneriana
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Micropholis gardneriana
area13,-8.016667,-35.174167,3,Lowlands Dense Ombrophilous Atlantic Forest ,Micropholis gardneriana
area8,-20.673889,-40.393889,8,Submontane Dense Ombrophilous Atlantic Forest ,Micropholis venulosa
area8,-20.673889,-40.393889,3,Submontane Dense Ombrophilous Atlantic Forest ,Mollinedia glabra
area2,-22.528333,-50.715556,10,Montane Dense Ombrophilous Atlantic Forest ,Mollinedia puberula
area3,-22.7222082,-42.628058,2,Submontane Dense Ombrophilous Atlantic Forest ,Mollinedia puberula
area4,-28.733333,-49.75,37,Montane Dense Ombrophilous Atlantic Forest ,Mollinedia schottiana
area11,-21.976389,-43.878889,10,Montane Cloud Atlantic Forest,Mollinedia triflora
area10,-21.999167,-43.890833,8,Montane Dense Ombrophilous Atlantic Forest ,Mollinedia widgrenii
area3,-22.7222082,-42.628058,6,Submontane Dense Ombrophilous Atlantic Forest ,Moquiniastrum polymorphum
area12,-27.816111,-50.324167,8,Mixed Ombrophilous Atlantic Forest,Moquiniastrum polymorphum
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Mouriri arborea
area8,-20.673889,-40.393889,2,Submontane Dense Ombrophilous Atlantic Forest ,Mouriri arborea
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Mouriri glazioviana
area2,-22.528333,-50.715556,21,Montane Dense Ombrophilous Atlantic Forest ,Muellera filipes
area12,-27.816111,-50.324167,1,Mixed Ombrophilous Atlantic Forest,Myrceugenia euosma
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Myrceugenia myrcioides
area12,-27.816111,-50.324167,3,Mixed Ombrophilous Atlantic Forest,Myrceugenia oxysepala
area8,-20.673889,-40.393889,27,Submontane Dense Ombrophilous Atlantic Forest ,Myrcia acuminantissima
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Myrcia amazonica
area7,-7.633333,-35.5,111,Montane Dense Ombrophilous Atlantic Forest ,Myrcia amazonica
area8,-20.673889,-40.393889,6,Submontane Dense Ombrophilous Atlantic Forest ,Myrcia bergiana
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Myrcia brasiliensis
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Myrcia fallax
area8,-20.673889,-40.393889,1,Submontane Dense Ombrophilous Atlantic Forest ,Myrcia fallax
area11,-21.976389,-43.878889,14,Montane Cloud Atlantic Forest,Myrcia fenzliana
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Myrcia glabra
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Myrcia guianensis
area11,-21.976389,-43.878889,10,Montane Cloud Atlantic Forest,Myrcia guianensis
area12,-27.816111,-50.324167,33,Mixed Ombrophilous Atlantic Forest,Myrcia guianensis
area12,-27.816111,-50.324167,5,Mixed Ombrophilous Atlantic Forest,Myrcia hatschbachii
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Myrcia hebepetala
area12,-27.816111,-50.324167,5,Mixed Ombrophilous Atlantic Forest,Myrcia laruotteana
area12,-27.816111,-50.324167,78,Mixed Ombrophilous Atlantic Forest,Myrcia oblongata
area12,-27.816111,-50.324167,11,Mixed Ombrophilous Atlantic Forest,Myrcia palustris
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Myrcia pubipetala
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Myrcia pubipetala
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area3,-22.7222082,-42.628058,8,Submontane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area3,-22.7222082,-42.628058,4,Submontane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area4,-28.733333,-49.75,12,Montane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area5,-22.616667,-43.883333,2,Montane Seasonal Atlantic Forest ,Myrcia splendens
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Myrcia splendens
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area11,-21.976389,-43.878889,30,Montane Cloud Atlantic Forest,Myrcia splendens
area12,-27.816111,-50.324167,159,Mixed Ombrophilous Atlantic Forest,Myrcia splendens
area13,-8.016667,-35.174167,38,Lowlands Dense Ombrophilous Atlantic Forest ,Myrcia splendens
area2,-22.528333,-50.715556,5,Montane Dense Ombrophilous Atlantic Forest ,Myrcia strigipes
area9,-8.032611,-35.192125,3,Lowlands Seasonal Atlantic Forest ,Myrcia sylvatica
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Myrcia tenuivenosa
area4,-28.733333,-49.75,14,Montane Dense Ombrophilous Atlantic Forest ,Myrcia tijucensis
area12,-27.816111,-50.324167,2,Mixed Ombrophilous Atlantic Forest,Myrciaria delicatula
area8,-20.673889,-40.393889,68,Submontane Dense Ombrophilous Atlantic Forest ,Myrciaria floribunda
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Myrciaria floribunda
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Myrciaria glanduliflora
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Myrciaria pilosa
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Myrciaria plinioides
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Myrocarpus frondosus
area6,-19.616667,-43.4,3,Montane Seasonal Atlantic Forest ,Myrocarpus frondosus
area1,-20.798333,-41.292778,40,Submontane Seasonal Atlantic Forest,Myroxylon peruiferum
area12,-27.816111,-50.324167,17,Mixed Ombrophilous Atlantic Forest,Myrrhinium atropurpureum
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Myrsine coriacea
area12,-27.816111,-50.324167,5,Mixed Ombrophilous Atlantic Forest,Myrsine coriacea
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Myrsine coriacea
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Myrsine coriacea
area12,-27.816111,-50.324167,2,Mixed Ombrophilous Atlantic Forest,Myrsine gardneriana
area7,-7.633333,-35.5,6,Montane Dense Ombrophilous Atlantic Forest ,Myrsine guianensis
area8,-20.673889,-40.393889,12,Submontane Dense Ombrophilous Atlantic Forest ,Myrsine guianensis
area4,-28.733333,-49.75,10,Montane Dense Ombrophilous Atlantic Forest ,Myrsine hermogenesii
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Myrsine parvula
area4,-28.733333,-49.75,18,Montane Dense Ombrophilous Atlantic Forest ,Myrsine umbellata
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Myrsine umbellata
area12,-27.816111,-50.324167,58,Mixed Ombrophilous Atlantic Forest,Myrsine umbellata
area2,-22.528333,-50.715556,6,Montane Dense Ombrophilous Atlantic Forest ,Naucleopsis oblongifolia
area7,-7.633333,-35.5,21,Montane Dense Ombrophilous Atlantic Forest ,Nectandra cuspidata
area13,-8.016667,-35.174167,16,Lowlands Dense Ombrophilous Atlantic Forest ,Nectandra cuspidata
area12,-27.816111,-50.324167,4,Mixed Ombrophilous Atlantic Forest,Nectandra lanceolata
area4,-28.733333,-49.75,6,Montane Dense Ombrophilous Atlantic Forest ,Nectandra megapotamica
area12,-27.816111,-50.324167,16,Mixed Ombrophilous Atlantic Forest,Nectandra megapotamica
area4,-28.733333,-49.75,55,Montane Dense Ombrophilous Atlantic Forest ,Nectandra membranacea
area5,-22.616667,-43.883333,6,Montane Seasonal Atlantic Forest ,Nectandra membranacea
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Nectandra oppositifolia
area4,-28.733333,-49.75,10,Montane Dense Ombrophilous Atlantic Forest ,Nectandra oppositifolia
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Nectandra oppositifolia
area1,-20.798333,-41.292778,122,Submontane Seasonal Atlantic Forest,Neoraputia alba
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Ocotea aciphylla
area10,-21.999167,-43.890833,12,Montane Dense Ombrophilous Atlantic Forest ,Ocotea aciphylla
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Ocotea bicolor
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Ocotea bicolor
area9,-8.032611,-35.192125,5,Lowlands Seasonal Atlantic Forest ,Ocotea bracteosa
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Ocotea catharinensis
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Ocotea catharinensis
area1,-20.798333,-41.292778,2,Submontane Seasonal Atlantic Forest,Ocotea complicata
area10,-21.999167,-43.890833,4,Montane Dense Ombrophilous Atlantic Forest ,Ocotea complicata
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Ocotea complicata
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Ocotea daphnifolia
area10,-21.999167,-43.890833,1,Montane Cloud Atlantic Forest,Ocotea diospyrifolia
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Ocotea diospyrifolia
area2,-22.528333,-50.715556,5,Montane Dense Ombrophilous Atlantic Forest ,Ocotea dispersa
area11,-21.976389,-43.878889,4,Montane Cloud Atlantic Forest,Ocotea dispersa
area6,-19.616667,-43.4,10,Montane Seasonal Atlantic Forest ,Ocotea divaricata
area1,-20.798333,-41.292778,11,Submontane Seasonal Atlantic Forest,Ocotea elegans
area9,-8.032611,-35.192125,3,Lowlands Seasonal Atlantic Forest ,Ocotea gardneri
area3,-22.7222082,-42.628058,13,Submontane Dense Ombrophilous Atlantic Forest ,Ocotea glaziovii
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Ocotea glaziovii
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Ocotea glaziovii
area13,-8.016667,-35.174167,29,Lowlands Dense Ombrophilous Atlantic Forest ,Ocotea glomerata
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Ocotea indecora
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Ocotea indecora
area10,-21.999167,-43.890833,20,Montane Dense Ombrophilous Atlantic Forest ,Ocotea lancifolia
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Ocotea laxa
area13,-8.016667,-35.174167,4,Lowlands Dense Ombrophilous Atlantic Forest ,Ocotea limae
area8,-20.673889,-40.393889,31,Submontane Dense Ombrophilous Atlantic Forest ,Ocotea lobbii
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Ocotea minarum
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Ocotea minarum
area3,-22.7222082,-42.628058,3,Submontane Dense Ombrophilous Atlantic Forest ,Ocotea odorifera
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Ocotea odorifera
area10,-21.999167,-43.890833,15,Montane Dense Ombrophilous Atlantic Forest ,Ocotea odorifera
area9,-8.032611,-35.192125,5,Lowlands Seasonal Atlantic Forest ,Ocotea pallida
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Ocotea puberula
area12,-27.816111,-50.324167,5,Mixed Ombrophilous Atlantic Forest,Ocotea puberula
area12,-27.816111,-50.324167,36,Mixed Ombrophilous Atlantic Forest,Ocotea pulchella
area8,-20.673889,-40.393889,19,Submontane Dense Ombrophilous Atlantic Forest ,Opuntia brasiliensis
area12,-27.816111,-50.324167,7,Mixed Ombrophilous Atlantic Forest,Oreopanax fulvum
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Ormosia arborea
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Ormosia fastigiata
area10,-21.999167,-43.890833,4,Montane Dense Ombrophilous Atlantic Forest ,Ouratea parviflora
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Oxandra martiana
area1,-20.798333,-41.292778,15,Submontane Seasonal Atlantic Forest,Oxandra nitida
area8,-20.673889,-40.393889,52,Submontane Dense Ombrophilous Atlantic Forest ,Oxandra nitida
area13,-8.016667,-35.174167,7,Lowlands Dense Ombrophilous Atlantic Forest ,Pachira aquatica
area1,-20.798333,-41.292778,5,Submontane Seasonal Atlantic Forest,Parapiptadenia pterosperma
area1,-20.798333,-41.292778,8,Submontane Seasonal Atlantic Forest,Paratecoma peroba
area13,-8.016667,-35.174167,22,Lowlands Dense Ombrophilous Atlantic Forest ,Parkia pendula
area2,-22.528333,-50.715556,17,Montane Dense Ombrophilous Atlantic Forest ,Pausandra morisiana
area7,-7.633333,-35.5,8,Montane Dense Ombrophilous Atlantic Forest ,Paypayrola blanchetiana
area13,-8.016667,-35.174167,3,Lowlands Dense Ombrophilous Atlantic Forest ,Paypayrola blanchetiana
area8,-20.673889,-40.393889,3,Submontane Dense Ombrophilous Atlantic Forest ,Pera glabrata
area3,-22.7222082,-42.628058,26,Submontane Dense Ombrophilous Atlantic Forest ,Pera glabrata
area10,-21.999167,-43.890833,12,Montane Dense Ombrophilous Atlantic Forest ,Pera glabrata
area13,-8.016667,-35.174167,5,Lowlands Dense Ombrophilous Atlantic Forest ,Pera glabrata
area3,-22.7222082,-42.628058,8,Submontane Dense Ombrophilous Atlantic Forest ,Pera heteranthera
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Pereskia grandifolia
area3,-22.7222082,-42.628058,2,Submontane Dense Ombrophilous Atlantic Forest ,Persea americana
area12,-27.816111,-50.324167,2,Mixed Ombrophilous Atlantic Forest,Persea major
area6,-19.616667,-43.4,3,Montane Seasonal Atlantic Forest ,Persea venosa
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Persea willdenowii
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Phyllostemonodaphne geminiflora
area11,-21.976389,-43.878889,45,Montane Cloud Atlantic Forest,Phyllostemonodaphne geminiflora
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Phytolacca dioica
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Picramnia glazioviana
area8,-20.673889,-40.393889,4,Submontane Dense Ombrophilous Atlantic Forest ,Picramnia glazioviana
area5,-22.616667,-43.883333,6,Montane Seasonal Atlantic Forest ,Picramnia ramiflora
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Pimenta pseudocaryophyllus
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Piptadenia gonoacantha
area5,-22.616667,-43.883333,3,Montane Seasonal Atlantic Forest ,Piptadenia gonoacantha
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Piptocarpha axillaris
area6,-19.616667,-43.4,3,Montane Seasonal Atlantic Forest ,Piptocarpha macropoda
area11,-21.976389,-43.878889,3,Montane Cloud Atlantic Forest,Piptocarpha macropoda
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Piptocarpha tomentosa
area4,-28.733333,-49.75,12,Montane Dense Ombrophilous Atlantic Forest ,Pisonia zapallo
area9,-8.032611,-35.192125,2,Lowlands Seasonal Atlantic Forest ,Plathymenia foliolosa
area3,-22.7222082,-42.628058,9,Submontane Dense Ombrophilous Atlantic Forest ,Plathymenia reticulata
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Plathymenia reticulata
area7,-7.633333,-35.5,5,Montane Dense Ombrophilous Atlantic Forest ,Plathymenia reticulata
area13,-8.016667,-35.174167,1,Lowlands Dense Ombrophilous Atlantic Forest ,Plathymenia reticulata
area5,-22.616667,-43.883333,2,Montane Seasonal Atlantic Forest ,Platypodium elegans
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Platypodium elegans
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Platypodium elegans
area3,-22.7222082,-42.628058,3,Submontane Dense Ombrophilous Atlantic Forest ,Pleroma mutabilis
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Plinia cauliflora
area8,-20.673889,-40.393889,13,Submontane Dense Ombrophilous Atlantic Forest ,Plinia rivularis
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Plinia rivularis
area12,-27.816111,-50.324167,139,Mixed Ombrophilous Atlantic Forest,Podocarpus lambertii
area13,-8.016667,-35.174167,19,Lowlands Dense Ombrophilous Atlantic Forest ,Pogonophora schomburgkiana
area11,-21.976389,-43.878889,9,Montane Cloud Atlantic Forest,Posoqueira latifolia
area10,-21.999167,-43.890833,16,Montane Dense Ombrophilous Atlantic Forest ,Posoqueira latifolia
area4,-28.733333,-49.75,8,Montane Dense Ombrophilous Atlantic Forest ,Posoqueira latifolia
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Posoqueira latifolia
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Pourouma guianensis
area7,-7.633333,-35.5,19,Montane Dense Ombrophilous Atlantic Forest ,Pourouma guianensis
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Pouteria bangii
area7,-7.633333,-35.5,44,Montane Dense Ombrophilous Atlantic Forest ,Pouteria bangii
area7,-7.633333,-35.5,5,Montane Dense Ombrophilous Atlantic Forest ,Pouteria bangii
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Pouteria caimito
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Pouteria caimito
area8,-20.673889,-40.393889,7,Submontane Dense Ombrophilous Atlantic Forest ,Pouteria caimito
area8,-20.673889,-40.393889,66,Submontane Dense Ombrophilous Atlantic Forest ,Pouteria coelomatica
