CodSite,lat,long,abundance,habitat,spp
area1,-20.798333,-41.292778,19,Submontane Seasonal Atlantic Forest,Pouteria filipes
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Pouteria filipes
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Pouteria gardneriana
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Pouteria gardneriana
area9,-8.032611,-35.192125,5,Lowlands Seasonal Atlantic Forest ,Pouteria glomerata
area13,-8.016667,-35.174167,4,Lowlands Dense Ombrophilous Atlantic Forest ,Pouteria grandiflora
area9,-8.032611,-35.192125,3,Lowlands Seasonal Atlantic Forest ,Pouteria lucens
area8,-20.673889,-40.393889,3,Submontane Dense Ombrophilous Atlantic Forest ,Pouteria peduncularis
area1,-20.798333,-41.292778,4,Submontane Seasonal Atlantic Forest,Pouteria reticulata
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Pouteria reticulata
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Pouteria torta
area7,-7.633333,-35.5,11,Montane Dense Ombrophilous Atlantic Forest ,Protium aracouchini
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Protium aracouchini
area13,-8.016667,-35.174167,1,Lowlands Dense Ombrophilous Atlantic Forest ,Protium aracouchini
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Protium giganteum
area13,-8.016667,-35.174167,28,Lowlands Dense Ombrophilous Atlantic Forest ,Protium giganteum
area7,-7.633333,-35.5,8,Montane Dense Ombrophilous Atlantic Forest ,Protium heptaphyllum
area9,-8.032611,-35.192125,17,Lowlands Seasonal Atlantic Forest ,Protium heptaphyllum
area10,-21.999167,-43.890833,12,Montane Dense Ombrophilous Atlantic Forest ,Protium heptaphyllum
area13,-8.016667,-35.174167,93,Lowlands Dense Ombrophilous Atlantic Forest ,Protium heptaphyllum
area8,-20.673889,-40.393889,32,Submontane Dense Ombrophilous Atlantic Forest ,Protium heptaphyllum
area10,-21.999167,-43.890833,8,Montane Dense Ombrophilous Atlantic Forest ,Protium spruceanum
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Protium widgrenii
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Prunus myrtifolia
area10,-21.999167,-43.890833,9,Montane Dense Ombrophilous Atlantic Forest ,Prunus myrtifolia
area11,-21.976389,-43.878889,10,Montane Cloud Atlantic Forest,Prunus myrtifolia
area12,-27.816111,-50.324167,7,Mixed Ombrophilous Atlantic Forest,Prunus myrtifolia
area8,-20.673889,-40.393889,25,Submontane Dense Ombrophilous Atlantic Forest ,Pseudobombax grandiflorum
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Pseudobombax grandiflorum
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Pseudobombax grandiflorum
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Pseudolmedia hirtula
area1,-20.798333,-41.292778,39,Submontane Seasonal Atlantic Forest,Pseudopiptadenia contorta
area3,-22.7222082,-42.628058,6,Submontane Dense Ombrophilous Atlantic Forest ,Pseudopiptadenia contorta
area5,-22.616667,-43.883333,5,Montane Seasonal Atlantic Forest ,Pseudopiptadenia contorta
area6,-19.616667,-43.4,19,Montane Seasonal Atlantic Forest ,Pseudopiptadenia contorta
area2,-22.528333,-50.715556,6,Montane Dense Ombrophilous Atlantic Forest ,Pseudopiptadenia inaequalis
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Pseudopiptadenia warmingii
area9,-8.032611,-35.192125,2,Lowlands Seasonal Atlantic Forest ,Psidium guineense
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Psidium myrtoides
area9,-8.032611,-35.192125,101,Lowlands Seasonal Atlantic Forest ,Psychotria capitata
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Psychotria carthagenensis
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Psychotria carthagenensis
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Psychotria nuda
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Psychotria pallens
area11,-21.976389,-43.878889,34,Montane Cloud Atlantic Forest,Psychotria stachyoides
area2,-22.528333,-50.715556,20,Montane Dense Ombrophilous Atlantic Forest ,Psychotria subspathacea
area4,-28.733333,-49.75,106,Montane Dense Ombrophilous Atlantic Forest ,Psychotria suterella
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Psychotria suterella
area3,-22.7222082,-42.628058,26,Submontane Dense Ombrophilous Atlantic Forest ,Psychotria vellosiana
area5,-22.616667,-43.883333,4,Montane Seasonal Atlantic Forest ,Psychotria vellosiana
area10,-21.999167,-43.890833,17,Montane Dense Ombrophilous Atlantic Forest ,Psychotria vellosiana
area11,-21.976389,-43.878889,41,Montane Cloud Atlantic Forest,Psychotria vellosiana
area9,-8.032611,-35.192125,46,Lowlands Seasonal Atlantic Forest ,Pterocarpus rhorii
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Pterocarpus rhorii
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Pterocarpus rhorii
area9,-8.032611,-35.192125,10,Lowlands Seasonal Atlantic Forest ,Pterygota brasiliensis
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Qualea gestasiana
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Qualea glaziovii
area2,-22.528333,-50.715556,16,Montane Dense Ombrophilous Atlantic Forest ,Quararibea turbinata
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Quararibea turbinata
area7,-7.633333,-35.5,65,Montane Dense Ombrophilous Atlantic Forest ,Quiina cruegeriana
area13,-8.016667,-35.174167,6,Lowlands Dense Ombrophilous Atlantic Forest ,Quiina cruegeriana
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Quiina glaziovii
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Quiina margallano-gomesii
area12,-27.816111,-50.324167,1,Mixed Ombrophilous Atlantic Forest,Quillaja brasiliensis
area1,-20.798333,-41.292778,44,Submontane Seasonal Atlantic Forest,Ramisia brasiliensis
area8,-20.673889,-40.393889,1,Submontane Dense Ombrophilous Atlantic Forest ,Rauia nodosa
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Rauvolfia grandiflora
area8,-20.673889,-40.393889,8,Submontane Dense Ombrophilous Atlantic Forest ,Rauvolfia mattfeldiana
area4,-28.733333,-49.75,18,Montane Dense Ombrophilous Atlantic Forest ,Recordia reitzii
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Rhodostemonodaphne macrocalyx
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Richeria grandis
area1,-20.798333,-41.292778,51,Submontane Seasonal Atlantic Forest,Rinorea bahiensis
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Rinorea guianensis
area8,-20.673889,-40.393889,7,Submontane Dense Ombrophilous Atlantic Forest ,Rodostemonodaphne capixabensis
area3,-22.7222082,-42.628058,3,Submontane Dense Ombrophilous Atlantic Forest ,Rollinia laurifolia
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Roupala montana
area12,-27.816111,-50.324167,15,Mixed Ombrophilous Atlantic Forest,Roupala montana
area6,-19.616667,-43.4,4,Montane Seasonal Atlantic Forest ,Roupala montana
area4,-28.733333,-49.75,26,Montane Dense Ombrophilous Atlantic Forest ,Rudgea jasminoides
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Rudgea jasminoides
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Rudgea recurva
area8,-20.673889,-40.393889,27,Submontane Dense Ombrophilous Atlantic Forest ,Rudgea reticulata
area2,-22.528333,-50.715556,4,Montane Dense Ombrophilous Atlantic Forest ,Rustia formosa
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Rustia gracilis
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Sacoglottis mattogrossensis
area2,-22.528333,-50.715556,16,Montane Dense Ombrophilous Atlantic Forest ,Salacia grandifolia
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Sapium glandulosum
area4,-28.733333,-49.75,8,Montane Dense Ombrophilous Atlantic Forest ,Sapium glandulosum
area12,-27.816111,-50.324167,2,Mixed Ombrophilous Atlantic Forest,Sapium glandulosum
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Schefflera angustissima
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Schefflera morototoni
area6,-19.616667,-43.4,6,Montane Seasonal Atlantic Forest ,Schefflera morototoni
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Schefflera morototoni
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Schefflera morototoni
area13,-8.016667,-35.174167,18,Lowlands Dense Ombrophilous Atlantic Forest ,Schefflera morototoni
area12,-27.816111,-50.324167,3,Mixed Ombrophilous Atlantic Forest,Schinus terebinthifolius
area8,-20.673889,-40.393889,1,Submontane Dense Ombrophilous Atlantic Forest ,Schinus terebinthifolius
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Schizocalyx cuspidatus
area1,-20.798333,-41.292778,14,Submontane Seasonal Atlantic Forest,Schoepfia brasiliensis
area12,-27.816111,-50.324167,61,Mixed Ombrophilous Atlantic Forest,Scutia buxifolia
area12,-27.816111,-50.324167,17,Mixed Ombrophilous Atlantic Forest,Sebastiania brasiliensis
area11,-21.976389,-43.878889,4,Montane Cloud Atlantic Forest,Seguieria langsdorfii
area1,-20.798333,-41.292778,1062,Submontane Seasonal Atlantic Forest,Senefeldera verticillata
area2,-22.528333,-50.715556,13,Montane Dense Ombrophilous Atlantic Forest ,Senefeldera verticillata
area1,-20.798333,-41.292778,4,Submontane Seasonal Atlantic Forest,Senegalia polyphylla
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Senna multijuga
area8,-20.673889,-40.393889,29,Submontane Dense Ombrophilous Atlantic Forest ,Simaba cuneata
area3,-22.7222082,-42.628058,6,Submontane Dense Ombrophilous Atlantic Forest ,Simarouba amara
area7,-7.633333,-35.5,9,Montane Dense Ombrophilous Atlantic Forest ,Simarouba amara
area13,-8.016667,-35.174167,20,Lowlands Dense Ombrophilous Atlantic Forest ,Simarouba amara
area5,-22.616667,-43.883333,2,Montane Seasonal Atlantic Forest ,Simira sampaioana
area3,-22.7222082,-42.628058,86,Submontane Dense Ombrophilous Atlantic Forest ,Siparuna guianensis
area5,-22.616667,-43.883333,6,Montane Seasonal Atlantic Forest ,Siparuna guianensis
area13,-8.016667,-35.174167,35,Lowlands Dense Ombrophilous Atlantic Forest ,Siparuna guianensis
area6,-19.616667,-43.4,15,Montane Seasonal Atlantic Forest ,Siparuna reginae
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Siphoneugena densiflora
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Siphoneugena widgreniana
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Sloanea guianensis
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Sloanea guianensis
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Sloanea guianensis
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Sloanea guianensis
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Sloanea guianensis
area13,-8.016667,-35.174167,1,Lowlands Dense Ombrophilous Atlantic Forest ,Sloanea guianensis
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Sloanea monosperma
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Sloanea stipitata
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Solanum bullatum
area11,-21.976389,-43.878889,18,Montane Cloud Atlantic Forest,Solanum cinnamomeum
area11,-21.976389,-43.878889,20,Montane Cloud Atlantic Forest,Solanum leucodendron
area12,-27.816111,-50.324167,8,Mixed Ombrophilous Atlantic Forest,Solanum pabstii
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Solanum pseudoquina
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Solanum pseudoquina
area4,-28.733333,-49.75,6,Montane Dense Ombrophilous Atlantic Forest ,Solanum sanctae-catharinae
area12,-27.816111,-50.324167,13,Mixed Ombrophilous Atlantic Forest,Solanum sanctae-catharinae
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Solanum swartzianum
area8,-20.673889,-40.393889,5,Submontane Dense Ombrophilous Atlantic Forest ,Solanum sycocarpum
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Sorocea bonplandii
area5,-22.616667,-43.883333,25,Montane Seasonal Atlantic Forest ,Sorocea bonplandii
area1,-20.798333,-41.292778,31,Submontane Seasonal Atlantic Forest,Sorocea guilleminiana
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Sorocea guilleminiana
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Sorocea guilleminiana
area3,-22.7222082,-42.628058,3,Submontane Dense Ombrophilous Atlantic Forest ,Sorocea hilarii
area9,-8.032611,-35.192125,5,Lowlands Seasonal Atlantic Forest ,Sorocea hilarii
area13,-8.016667,-35.174167,2,Lowlands Dense Ombrophilous Atlantic Forest ,Sorocea hilarii
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Sorocea klotzschiana
area3,-22.7222082,-42.628058,4,Submontane Dense Ombrophilous Atlantic Forest ,Sparattosperma leucanthum
area5,-22.616667,-43.883333,2,Montane Seasonal Atlantic Forest ,Sparattosperma leucanthum
area11,-21.976389,-43.878889,1,Montane Cloud Atlantic Forest,Sparattosperma leucanthum
area10,-21.999167,-43.890833,17,Montane Dense Ombrophilous Atlantic Forest ,Spirotheca rivieri
area9,-8.032611,-35.192125,6,Lowlands Seasonal Atlantic Forest ,Spondias lutea
area1,-20.798333,-41.292778,2,Submontane Seasonal Atlantic Forest,Spondias venulosa
area12,-27.816111,-50.324167,4,Mixed Ombrophilous Atlantic Forest,Strychnos brasiliensis
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Stryphnodendron pulcherrimum
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Stylogyne lhotzkyana
area12,-27.816111,-50.324167,4,Mixed Ombrophilous Atlantic Forest,Styrax acuminatus
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Styrax camporum
area12,-27.816111,-50.324167,10,Mixed Ombrophilous Atlantic Forest,Styrax leprosus
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Styrax pohli
area1,-20.798333,-41.292778,7,Submontane Seasonal Atlantic Forest,Swartzia apetala
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Swartzia apetala
area5,-22.616667,-43.883333,7,Montane Seasonal Atlantic Forest ,Swartzia langsdorffii
area6,-19.616667,-43.4,4,Montane Seasonal Atlantic Forest ,Swartzia macrostachya
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Swartzia myrtifolia
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Swartzia pickelii
area9,-8.032611,-35.192125,15,Lowlands Seasonal Atlantic Forest ,Swartzia pickelii
area13,-8.016667,-35.174167,1,Lowlands Dense Ombrophilous Atlantic Forest ,Swartzia pickelii
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Swartzia simplex
area8,-20.673889,-40.393889,2,Submontane Dense Ombrophilous Atlantic Forest ,Syderoxylon obtusifolium
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Symphonia globulifera
area13,-8.016667,-35.174167,23,Lowlands Dense Ombrophilous Atlantic Forest ,Symphonia globulifera
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Symplocos neglecta
area12,-27.816111,-50.324167,20,Mixed Ombrophilous Atlantic Forest,Symplocos uniflora
area3,-22.7222082,-42.628058,6,Submontane Dense Ombrophilous Atlantic Forest ,Syzygium jambos
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Syzygium jambos
area1,-20.798333,-41.292778,11,Submontane Seasonal Atlantic Forest,Tabebuia cassinoides
area9,-8.032611,-35.192125,56,Lowlands Seasonal Atlantic Forest ,Tabebuia serratifolia
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Tabebuia stenocalyx
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Tabernaemontana catharinensis
area3,-22.7222082,-42.628058,2,Submontane Dense Ombrophilous Atlantic Forest ,Tabernaemontana laeta
area10,-21.999167,-43.890833,8,Montane Dense Ombrophilous Atlantic Forest ,Tabernaemontana laeta
area13,-8.016667,-35.174167,24,Lowlands Dense Ombrophilous Atlantic Forest ,Tachigali densiflora
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Tachigali paratyensis
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Tachigali rugosa
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Tachigali subvelutina
area7,-7.633333,-35.5,4,Montane Dense Ombrophilous Atlantic Forest ,Talisia macrophylla
area3,-22.7222082,-42.628058,6,Submontane Dense Ombrophilous Atlantic Forest ,Tapirira guianensis
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Tapirira guianensis
area6,-19.616667,-43.4,6,Montane Seasonal Atlantic Forest ,Tapirira guianensis
area7,-7.633333,-35.5,8,Montane Dense Ombrophilous Atlantic Forest ,Tapirira guianensis
area10,-21.999167,-43.890833,2,Montane Dense Ombrophilous Atlantic Forest ,Tapirira guianensis
area13,-8.016667,-35.174167,19,Lowlands Dense Ombrophilous Atlantic Forest ,Tapirira guianensis
area6,-19.616667,-43.4,4,Montane Seasonal Atlantic Forest ,Tapirira obtusa
area10,-21.999167,-43.890833,7,Montane Dense Ombrophilous Atlantic Forest ,Tapirira obtusa
area2,-22.528333,-50.715556,2,Montane Dense Ombrophilous Atlantic Forest ,Terminalia januariensis
area4,-28.733333,-49.75,22,Montane Dense Ombrophilous Atlantic Forest ,Tetrorchidium rubrivenium
area7,-7.633333,-35.5,41,Montane Dense Ombrophilous Atlantic Forest ,Thyrsodium spruceanum
area13,-8.016667,-35.174167,22,Lowlands Dense Ombrophilous Atlantic Forest ,Thyrsodium spruceanum
area11,-21.976389,-43.878889,9,Montane Cloud Atlantic Forest,Tibouchina granulosa
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Tibouchina mutabilis
area6,-19.616667,-43.4,17,Montane Seasonal Atlantic Forest ,Toulicia laevigata
area7,-7.633333,-35.5,1,Montane Dense Ombrophilous Atlantic Forest ,Tovomita brevistaminea
area13,-8.016667,-35.174167,59,Lowlands Dense Ombrophilous Atlantic Forest ,Tovomita brevistaminea
area6,-19.616667,-43.4,3,Montane Seasonal Atlantic Forest ,Tovomita leucantha
area7,-7.633333,-35.5,123,Montane Dense Ombrophilous Atlantic Forest ,Tovomita mangle
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Tovomitopsis paniculata
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Tovomitopsis paniculata
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Trattinnickia ferruginea
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Trema micrantha
area2,-22.528333,-50.715556,7,Montane Dense Ombrophilous Atlantic Forest ,Trichilia casaretti
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Trichilia emarginata
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Trichilia emarginata
area5,-22.616667,-43.883333,1,Montane Seasonal Atlantic Forest ,Trichilia hirta
area1,-20.798333,-41.292778,18,Submontane Seasonal Atlantic Forest,Trichilia lepidota
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Trichilia lepidota
area4,-28.733333,-49.75,51,Montane Dense Ombrophilous Atlantic Forest ,Trichilia lepidota
area7,-7.633333,-35.5,6,Montane Dense Ombrophilous Atlantic Forest ,Trichilia lepidota
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Trichilia lepidota
area8,-20.673889,-40.393889,32,Submontane Dense Ombrophilous Atlantic Forest ,Trichilia palens
area1,-20.798333,-41.292778,15,Submontane Seasonal Atlantic Forest,Trichilia palens
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Trichilia palens
area8,-20.673889,-40.393889,40,Submontane Dense Ombrophilous Atlantic Forest ,Trichilia pseudostipularis
area1,-20.798333,-41.292778,4,Submontane Seasonal Atlantic Forest,Trichilia silvatica
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Trichilia silvatica
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Trichilia silvatica
area7,-7.633333,-35.5,3,Montane Dense Ombrophilous Atlantic Forest ,Trichilia silvatica
area2,-22.528333,-50.715556,1,Montane Dense Ombrophilous Atlantic Forest ,Tripterodendron filicifolium
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Vernonanthura discolor
area12,-27.816111,-50.324167,22,Mixed Ombrophilous Atlantic Forest,Vernonanthura discolor
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Vernonanthura divaricata
area11,-21.976389,-43.878889,2,Montane Cloud Atlantic Forest,Vernonanthura divaricata
area1,-20.798333,-41.292778,19,Submontane Seasonal Atlantic Forest,Virola bicuhyba
area2,-22.528333,-50.715556,10,Montane Dense Ombrophilous Atlantic Forest ,Virola bicuhyba
area4,-28.733333,-49.75,10,Montane Dense Ombrophilous Atlantic Forest ,Virola bicuhyba
area6,-19.616667,-43.4,3,Montane Seasonal Atlantic Forest ,Virola bicuhyba
area10,-21.999167,-43.890833,13,Montane Dense Ombrophilous Atlantic Forest ,Virola bicuhyba
area1,-20.798333,-41.292778,93,Submontane Seasonal Atlantic Forest,Virola gardneri
area2,-22.528333,-50.715556,3,Montane Dense Ombrophilous Atlantic Forest ,Virola gardneri
area3,-22.7222082,-42.628058,1,Submontane Dense Ombrophilous Atlantic Forest ,Virola gardneri
area7,-7.633333,-35.5,62,Montane Dense Ombrophilous Atlantic Forest ,Virola gardneri
area13,-8.016667,-35.174167,51,Lowlands Dense Ombrophilous Atlantic Forest ,Virola gardneri
area9,-8.032611,-35.192125,2,Lowlands Seasonal Atlantic Forest ,Virola gardneri
area3,-22.7222082,-42.628058,3,Submontane Dense Ombrophilous Atlantic Forest ,Vismia guianensis
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Vismia guianensis
area13,-8.016667,-35.174167,4,Lowlands Dense Ombrophilous Atlantic Forest ,Vismia guianensis
area10,-21.999167,-43.890833,3,Montane Dense Ombrophilous Atlantic Forest ,Vismia magnoliifolia
area7,-7.633333,-35.5,4,Montane Dense Ombrophilous Atlantic Forest ,Vitex capitata
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Vitex triflora
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Vochysia dasyantha
area6,-19.616667,-43.4,1,Montane Seasonal Atlantic Forest ,Vochysia schwackeana
area10,-21.999167,-43.890833,5,Montane Dense Ombrophilous Atlantic Forest ,Vochysia schwackeana
area7,-7.633333,-35.5,78,Montane Dense Ombrophilous Atlantic Forest ,Vochysia thyrsoidea
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Xylopia brasiliensis
area6,-19.616667,-43.4,2,Montane Seasonal Atlantic Forest ,Xylopia brasiliensis
area10,-21.999167,-43.890833,20,Montane Dense Ombrophilous Atlantic Forest ,Xylopia brasiliensis
area3,-22.7222082,-42.628058,20,Submontane Dense Ombrophilous Atlantic Forest ,Xylopia sericea
area6,-19.616667,-43.4,5,Montane Seasonal Atlantic Forest ,Xylopia sericea
area12,-27.816111,-50.324167,10,Mixed Ombrophilous Atlantic Forest,Xylosma ciliatifolia
area4,-28.733333,-49.75,2,Montane Dense Ombrophilous Atlantic Forest ,Xylosma prockia
area10,-21.999167,-43.890833,1,Montane Dense Ombrophilous Atlantic Forest ,Xylosma prockia
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Xylosma pseudosalzmanii
area12,-27.816111,-50.324167,3,Mixed Ombrophilous Atlantic Forest,Xylosma tweediana
area12,-27.816111,-50.324167,76,Mixed Ombrophilous Atlantic Forest,Zanthoxylum kleinii
area9,-8.032611,-35.192125,4,Lowlands Seasonal Atlantic Forest ,Zanthoxylum monogynum
area4,-28.733333,-49.75,4,Montane Dense Ombrophilous Atlantic Forest ,Zanthoxylum rhoifolium
area7,-7.633333,-35.5,2,Montane Dense Ombrophilous Atlantic Forest ,Zanthoxylum rhoifolium
area12,-27.816111,-50.324167,12,Mixed Ombrophilous Atlantic Forest,Zanthoxylum rhoifolium
area1,-20.798333,-41.292778,15,Submontane Seasonal Atlantic Forest,Ziziphus platyphylla
area8,-20.673889,-40.393889,39,Submontane Dense Ombrophilous Atlantic Forest ,Zollernia glabra
area9,-8.032611,-35.192125,1,Lowlands Seasonal Atlantic Forest ,Zollernia paraensis
